Date,Close,High,Low,Open,Volume
2000-01-03,15.532903671264648,15.532903671264648,14.933644129398386,15.04520893364405,25152894
2000-01-04,16.51785659790039,16.70273389562552,15.226901275869839,15.532905834468593,47648560
2000-01-05,15.838907241821289,16.874859717150134,15.618967256379918,15.873969951277372,36396207
2000-01-06,16.63898468017578,17.08524143842361,16.065227832055513,16.065227832055513,70573968
2000-01-07,17.423120498657227,17.84387566336801,16.256478132212965,16.67086048372657,83453217
2000-01-10,17.180864334106445,18.47819628706507,16.906736737208732,17.85024936176024,58497022
2000-01-11,15.807031631469727,17.021484609215822,15.807031631469727,17.008735119840402,25729224
2000-01-12,15.603032112121582,16.033351005833946,15.083462904204493,15.555218615322705,29729836
2000-01-13,15.587095260620117,16.29473016056171,15.49784365206078,15.68272097149603,34199308
2000-01-14,15.249210357666016,15.618966172721121,15.17908494361922,15.618966172721121,15967246
2000-01-17,15.038835525512695,16.00147434873873,14.809333074843769,15.580717922737676,46484261
2000-01-18,15.073897361755371,15.36396406989745,14.901769567214899,15.102585971881421,28686319
2000-01-19,15.552029609680176,15.778344995182403,15.30021395350468,15.357589884704185,26623142
2000-01-20,15.153587341308594,15.606218139516114,15.061148693470118,15.491466270220533,12278096
2000-01-21,15.137645721435547,15.284273216475137,15.013331442268507,15.220521907546905,12491796
2000-01-24,14.554327011108398,15.322524699933174,14.477826205004694,15.086646892262124,19667143
2000-01-25,14.33438491821289,14.528823310734865,14.190944478094426,14.407697374454132,23597920
2000-01-26,14.33438491821289,14.33438491821289,14.33438491821289,14.33438491821289,0
2000-01-27,14.672266960144043,15.013334205965668,14.535203167203278,14.598953199128442,21205095
2000-01-28,15.842094421386719,15.848471099734317,14.834831835222035,14.834831835222035,52762279
2000-01-31,15.599843978881836,16.368041770370738,15.4595918379121,15.682718896682614,51181391
2000-02-01,15.714593887329102,15.982347377400313,15.475529007616158,15.618968193191648,23279485
2000-02-02,15.778348922729492,16.492359256789666,15.682721917347312,16.383982757266544,24676879
2000-02-03,16.49873161315918,16.887612377112344,15.848472735640657,15.937723044425697,77717350
2000-02-04,16.31385040283203,16.878045931546733,16.224600108407987,16.57522976307831,33982238
2000-02-07,15.771968841552734,16.49235435284886,15.529715637518796,16.49235435284886,21819083
2000-02-08,15.44683837890625,15.84209317242788,15.351211408525218,15.746467490785298,25418399
2000-02-09,15.644466400146484,16.192724087833042,15.501027233495748,16.192724087833042,14956246
2000-02-10,15.861221313476562,15.9982851082591,15.440464911171391,15.440464911171391,19541274
2000-02-11,15.94409465789795,16.4286010061347,15.72096636131202,16.001470579233665,31623752
2000-02-14,16.995986938476562,17.2223036190373,16.02378699770923,16.065225099802777,67707767
2000-02-15,16.18635368347168,17.34024533860436,15.746472320037247,17.333869947542677,50319322
2000-02-16,15.937722206115723,16.383978881522957,15.778345190252745,16.383978881522957,21683665
2000-02-17,15.937722206115723,16.179975424876087,15.746469529332426,15.810220851173064,18448442
2000-02-18,15.37033748626709,16.116221922695303,15.23646075950463,16.049284848052515,16000844
2000-02-21,15.56796646118164,15.86759690285109,15.30021425815036,15.491465647638615,21332035
2000-02-22,15.115335464477539,15.708218371859953,14.917707399103865,15.618968068375189,17503185
2000-02-23,14.920894622802734,15.81021956175206,14.790204939183424,15.612591511154763,13530713
2000-02-24,15.513777732849121,15.746468495808383,14.933644350644665,15.04520915654319,16693494
2000-02-25,15.363965034484863,15.714594746728451,15.246026113478763,15.427716359888676,11083761
2000-02-28,15.64765453338623,15.854845027884059,15.128085416310668,15.363963230628869,15615542
2000-02-29,14.58301067352295,16.702727226961716,14.398133449611159,15.8675913811089,41242798
2000-03-01,15.057958602905273,15.395838781264086,14.34394848669627,14.853956448981858,21711444
2000-03-02,14.407696723937988,15.389460101649057,14.216444101153519,15.23645851891678,24391861
2000-03-03,13.272934913635254,14.528827513637898,13.256998371083608,14.216448855572546,18472003
2000-03-06,13.521565437316895,14.280200828443673,12.95099440196418,13.687317859263437,25168241
2000-03-07,13.228310585021973,13.610815982389807,12.909556516795032,13.521565668079072,21692038
2000-03-08,12.205106735229492,13.323935421300316,12.170044025374917,13.323935421300316,18162937
2000-03-09,11.405034065246582,12.367672853445445,11.229719216309928,12.208295835206545,24882047
2000-03-10,10.863150596618652,11.532535552473806,10.71971077911562,11.532535552473806,13936660
2000-03-13,10.477458000183105,11.41140806374276,10.391393467162397,11.044840579871694,19333552
2000-03-14,11.31578254699707,11.31578254699707,10.270268192020989,10.742025148614204,22508766
2000-03-15,11.88953971862793,12.176419363354283,11.15640471028293,11.322157107516256,25065667
2000-03-16,12.73105239868164,12.842615916654015,11.634536943944473,11.851289879068002,38476977
2000-03-17,12.73105239868164,12.73105239868164,12.73105239868164,12.73105239868164,0
2000-03-20,12.73105239868164,12.73105239868164,12.73105239868164,12.73105239868164,0
2000-03-21,13.572563171386719,13.744690948213284,12.641800160658475,12.998803915298168,33726705
2000-03-22,13.521565437316895,13.865819773577316,13.186872253777919,13.687317859263437,24591984
2000-03-23,12.77568244934082,13.499255290391247,12.574867266707392,13.387690440879984,19461605
2000-03-24,12.574861526489258,12.845802031287212,12.389982975155286,12.68642503633457,12179137
2000-03-27,12.310297012329102,12.87767966542955,12.055293008005222,12.622675661105673,16185037
2000-03-28,12.77248764038086,12.998801676107538,11.908663143543409,12.208292209698225,27226033
2000-03-29,12.593986511230469,13.158182031786612,12.43142246472863,13.062556349504083,29238368
2000-03-30,12.782052040100098,13.037056031647273,11.816226242458411,12.68642634873152,27146045
2000-03-31,13.052993774414062,13.374936134388834,12.252920383315242,12.62267494428542,50096815
2000-04-03,13.598065376281738,14.00288396344671,13.068932480715173,13.068932480715173,41589839
2000-04-04,12.517487525939941,13.483313372107254,12.511112135864765,13.422750388239692,31096557
2000-04-05,12.50792407989502,12.94143128375087,11.95329219429793,12.558925912913518,22840682
2000-04-06,12.998805046081543,13.158183347047602,12.386797267578508,12.622675091026537,35520794
2000-04-07,13.904069900512695,13.993320207345711,13.005182420884266,13.005182420884266,78976442
2000-04-10,14.108074188232422,14.75833314894477,13.410001727507414,13.97738447036002,132074920
2000-04-11,14.07300853729248,14.273823649005209,13.333498121766176,13.897693695857312,53573665
2000-04-12,13.894505500793457,14.439576200017235,13.763815808803207,14.025195192783707,41323432
2000-04-13,13.059370040893555,13.738317516735101,12.954180614164416,13.738317516735101,45053080
2000-04-14,13.059370040893555,13.059370040893555,13.059370040893555,13.059370040893555,0
2000-04-17,12.733449935913086,13.05291569436904,12.171965691389891,13.05291569436904,41305044
2000-04-18,12.972240447998047,13.165857301205802,12.778624899450904,12.836709694481108,22656277
2000-04-19,13.085185050964355,13.485324504128371,12.665684432215226,13.294935360338918,24311164
2000-04-20,13.13036060333252,13.227169033681896,12.59146399410417,12.894794988408494,21593577
2000-04-21,13.13036060333252,13.13036060333252,13.13036060333252,13.13036060333252,0
2000-04-24,12.985147476196289,13.25620895642952,12.849616736079673,13.101317054770668,16132510
2000-04-25,12.952878952026367,13.036779064398338,12.494656064247494,12.843163520821525,25740395
2000-04-26,13.882238388061523,13.969364951420948,13.133591314496863,13.359476398583066,69333539
2000-04-27,13.340112686157227,13.866102357983667,13.240079121243815,13.682167359389783,48050173
2000-04-28,13.323973655700684,13.517590480017454,13.120677555760576,13.32720138556888,20049138
2000-05-01,13.323973655700684,13.323973655700685,13.323973655700685,13.323973655700685,0
2000-05-02,12.633417129516602,13.417561431389544,12.501112764350907,13.359476619967067,31893179
2000-05-03,12.688275337219238,12.77862832736095,11.939628261699141,12.714090663639864,20524665
2000-05-04,13.107773780822754,13.211035068846567,12.526927078697694,12.8302580907632,20499324
2000-05-05,12.998053550720215,13.417555356465147,12.907700600225382,13.223939840938465,24879037
2000-05-08,12.804441452026367,13.069048801541964,12.756037238995024,13.069048801541964,9727024
2000-05-09,12.72376537322998,12.788304311813526,12.455930343700704,12.688269478873176,12330686
2000-05-10,12.756038665771484,13.0367807843655,12.681819125087344,12.714088604050948,16479752
2000-05-11,12.230050086975098,12.61728125871734,12.010619176631884,12.58501308162287,16314880
2000-05-12,12.075156211853027,12.449480313913595,11.988029668755619,12.449480313913595,12001844
2000-05-15,12.171963691711426,12.249409646716117,11.765370144780828,11.962212110166988,8127716
2000-05-16,12.149373054504395,12.230045423470242,12.004160441977216,12.188096678777049,8462187
2000-05-17,12.27199935913086,12.455934349519016,12.149376901979274,12.326857735501353,11234113
2000-05-18,11.894450187683105,12.39139678613851,11.81700291404111,12.39139678613851,9489477
2000-05-19,11.95898723602295,12.13324163588437,11.791186992747667,12.036433201074452,7726856
2000-05-22,11.79764175415039,11.907357203096526,11.616934493099434,11.842818243247933,6980460
2000-05-23,11.64274787902832,11.849271756529259,11.36845992389231,11.752464626675584,12264286
2000-05-24,11.655655860900879,11.697605920399395,10.719847543828209,11.649203009178553,8417757
2000-05-25,11.894450187683105,11.99771147965805,11.64920396691222,11.742783371186324,10876166
2000-05-26,12.120335578918457,12.191328705259947,11.778282176769068,11.820232245396914,15354573
2000-05-29,12.423665046691895,12.694725259191797,12.130014634881066,12.130014634881066,12285642
2000-05-30,12.817347526550293,12.972239431385143,12.455931777275136,12.510790142316964,12972622
2000-05-31,13.152949333190918,13.359473199218538,12.881887819066439,13.230395293703534,22912042
2000-06-01,12.862529754638672,13.133591334081943,12.78508247080263,13.133591334081943,9477914
2000-06-02,13.040007591247559,13.14327018787916,12.91093097628404,12.96901577918282,12507068
2000-06-05,13.282029151916504,13.966138563837164,13.133591351136744,13.133591351136744,32536504
2000-06-06,13.488551139831543,13.633762493298486,13.16585895331372,13.294935566988695,13442405
2000-06-07,13.478870391845703,13.643442909183582,13.301389560967998,13.582131681521295,14462732
2000-06-08,14.211377143859863,14.54697754165269,13.459505283256155,13.52081649295742,43913624
2000-06-09,14.392088890075684,14.86967427934343,14.095212050113862,14.32754993608633,45288623
2000-06-12,14.082304000854492,14.637335362494657,14.037127515013342,14.398543315724627,16915778
2000-06-13,14.053260803222656,14.179110970069097,13.911275899242524,14.037126066088966,13155936
2000-06-14,14.243648529052734,14.514711328486877,14.069395456504312,14.146841411488117,12899662
2000-06-15,14.401769638061523,14.669604734608347,14.075851047848321,14.214608234930257,20366163
2000-06-16,15.076191902160645,15.227858655246209,14.424353638273606,14.48566484166718,40968909
2000-06-19,14.93098258972168,15.340802519206793,14.805132436792887,15.26012884245997,17958204
2000-06-20,15.308540344238281,15.415029387362454,14.876132622915911,15.03747874864333,20344902
2000-06-21,14.540529251098633,15.453748746750184,14.482444448292354,15.424706997677436,24589769
2000-06-22,14.876129150390625,14.972936281365037,14.359820102991327,14.485670286520573,21212949
2000-06-23,15.269813537597656,16.066863348172358,15.060061939454013,15.060061939454013,55661441
2000-06-26,14.701875686645508,15.42470735537402,14.495353098243543,15.166552815210748,23789691
2000-06-27,14.653472900390625,15.121377805622927,14.601842248235231,14.714785441403484,20266791
2000-06-28,14.747051239013672,14.937440379669205,14.54052866374328,14.714783065123221,11676392
2000-06-29,14.847084045410156,15.102010803218391,14.74704919761338,14.843857619865958,15207051
2000-06-30,14.67605972290039,15.037475541499068,14.585705442085532,14.685740305726847,12689587
2000-07-03,15.051279067993164,15.19810457320296,14.878351280060812,14.995810892730713,14888457
2000-07-04,15.217687606811523,15.390615455336844,15.077386633749258,15.13937941204186,19835523
2000-07-05,15.178533554077148,15.400403695195257,15.119803067408979,15.400403695195257,14339312
2000-07-06,14.943607330322266,15.17200330884734,14.848986384206492,15.074118752695174,8316308
2000-07-07,15.136116027832031,15.335146153861492,14.982764579485051,15.074121934850016,14988688
2000-07-10,14.924033164978027,15.269888815463021,14.764155824330912,15.191581950400202,12247212
2000-07-11,15.054543495178223,15.132850354459157,14.78046882811325,14.813097015937824,10042851
2000-07-12,15.015389442443848,15.227470006859978,14.91097898649169,15.139374962589791,10075643
2000-07-13,14.969709396362305,15.35145678529142,14.682582952168275,15.074118532737117,22258353
2000-07-14,14.724997520446777,15.034963919844328,14.649952968206819,14.87835023451469,13467376
2000-07-17,14.617331504821777,14.910982603054448,14.525972828391419,14.68258657156036,11982512
2000-07-18,15.034966468811035,15.335143409498512,14.552072211765367,14.552072211765367,40897655
2000-07-19,14.568387985229492,15.181793739590164,14.43787654360919,15.04149410474378,14818453
2000-07-20,14.346517562866211,14.676060429849082,14.209480222354488,14.578175861390148,18257784
2000-07-21,14.225791931152344,14.486814764937208,14.167061463759936,14.42155971607262,13027046
2000-07-24,13.054450035095215,14.127910109281556,12.956566783301096,14.127910109281556,16063259
2000-07-25,13.214323997497559,13.423142251487832,12.333368360777362,12.855416634079395,21089528
2000-07-26,12.702069282531738,13.377467851894412,12.594396511523477,13.377467851894412,13450503
2000-07-27,12.897832870483398,12.979402005399953,12.405150493833501,12.643334636750478,10102447
2000-07-28,13.432933807373047,13.560182944965797,12.92067364680939,13.005507724367932,27046026
2000-07-31,13.093603134155273,13.410094181751301,13.018558565945957,13.273056848135772,7811878
2000-08-01,13.047924995422363,13.24695510257057,12.87173356536698,13.14907053504087,11954266
2000-08-02,13.250216484069824,13.29589647344604,12.871732681600466,12.92067364284159,6314561
2000-08-03,13.087077140808105,13.638490081678652,13.01855847448173,13.29915904114293,20632919
2000-08-04,13.1751708984375,13.341574111270955,13.008769004767318,13.116440430329414,15470055
2000-08-07,13.0968656539917,13.312211169859719,13.025084694811317,13.2404288915159,6564253
2000-08-08,13.266530990600586,13.344837850187897,13.14907004163791,13.1686477459073,8338872
2000-08-09,13.246952056884766,13.377463464420913,13.214323875209939,13.377463464420913,3429526
2000-08-10,13.100128173828125,13.308947791825535,13.057713111145505,13.279583213238308,4206414
2000-08-11,13.018558502197266,13.116441746087585,12.737957934938688,13.064238492621033,6424479
2000-08-14,13.005509376525879,13.11644311557457,12.790163842988832,12.985931670372985,7038233
2000-08-15,13.005509376525879,13.005509376525879,13.005509376525879,13.005509376525879,0
2000-08-16,13.145807266235352,13.312210490996321,13.083813183744512,13.181697743995288,6538276
2000-08-17,12.89130687713623,13.246951943691862,12.80973774280932,13.246951943691862,11183812
2000-08-18,12.845630645751953,12.888047025761576,12.571555980816973,12.826054260874713,4207495
2000-08-21,12.884784698486328,12.963090237775392,12.816264713281601,12.920673857884882,2339905
2000-08-22,12.904358863830566,13.005505699954577,12.767321555317565,12.92067163560115,8129963
2000-08-23,13.031608581542969,13.142542294338403,12.95330041379066,13.05118496389943,5287450
2000-08-24,13.005509376525879,13.083814924483287,12.75753565189755,13.083814924483287,5031049
2000-08-25,12.956565856933594,13.083813679418938,12.874995386967687,12.9271999600805,2865903
2000-08-28,13.025081634521484,13.044658015305059,12.861940730781274,12.861940730781274,3168356
2000-08-29,13.002246856689453,13.149072409754016,12.920676372118223,13.02508685620213,5970636
2000-08-30,13.0968656539917,13.341575747934392,13.018558793295801,13.018558793295801,8818586
2000-08-31,12.95003890991211,13.149068993730364,12.829315679440548,13.106653935768804,5480864
2000-09-01,12.95003890991211,12.95003890991211,12.95003890991211,12.95003890991211,0
2000-09-04,13.162121772766113,13.328525002750437,12.946777580283525,13.044660824443461,8428653
2000-09-05,13.387256622314453,13.540606743480735,13.136020610286378,13.276320246724339,10323322
2000-09-06,13.618912696838379,13.75921364303933,13.445984881420946,13.50797896700816,14681276
2000-09-07,13.58302116394043,13.720058489178264,13.507977919482249,13.507977919482249,8313997
2000-09-08,13.883199691772461,13.994136064051832,13.631965006405666,13.631965006405666,14370164
2000-09-11,13.889720916748047,14.160531871300709,13.850566842306634,14.020232299614566,6709698
2000-09-12,13.883199691772461,13.990872453594507,13.788580052616231,13.958244264002161,4973552
2000-09-13,13.436197280883789,13.92561617066131,13.39704318926965,13.879937496414394,4733748
2000-09-14,13.325263023376465,13.605863625751134,13.246956154631723,13.462300373470654,7025282
2000-09-15,13.034871101379395,13.357888011756092,12.963088832871655,13.312209345733534,4348425
2000-09-18,12.773849487304688,12.956566826029427,12.734696714123327,12.956566826029427,3151122
2000-09-19,12.454094886779785,12.790162312649834,12.284429368736378,12.73469544976208,6534323
2000-09-20,12.64333438873291,12.985927650820924,12.437778431480101,12.985927650820924,3338124
2000-09-21,12.545453071594238,12.692278589209096,12.503036693690984,12.594394031356968,1877181
2000-09-22,11.945100784301758,12.463885637232627,11.811325717042621,12.463885637232627,5641740
2000-09-25,12.173495292663574,12.529140450649194,12.013617954219345,12.072348431998114,3272349
2000-09-26,11.883105278015137,12.333370028870958,11.830899388293524,12.333370028870958,5430531
2000-09-27,11.781960487365723,11.909209645030963,11.615557235355954,11.909209645030963,5001871
2000-09-28,11.543773651123047,11.843950575836097,11.517671367198576,11.827636483487892,4398217
2000-09-29,11.579667091369629,11.667762157274312,11.485046123022178,11.582929383009201,4062019
