Price,Close,High,Low,Open,Volume
Ticker,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS
Date,,,,,
04-08-2021,425.5281372,435.3061114,411.1405352,417.7988643,129761158
05-08-2021,411.4664612,430.6964709,408.2536869,429.2996175,58595639
06-08-2021,405.6927795,416.2623092,404.1562465,413.1892431,38236066
09-08-2021,403.5975037,411.419877,401.3625439,407.7880639,22196404
10-08-2021,397.1254272,406.3912043,392.7020582,404.5287331,27794251
11-08-2021,398.6153564,403.1318544,394.052308,400.2450186,23827946
12-08-2021,397.7772827,400.8503773,395.7751318,400.4313099,16847144
13-08-2021,401.5487671,402.526553,395.7750955,398.1963135,20908992
16-08-2021,395.6354675,404.156268,394.8439116,400.4313254,17608693
17-08-2021,392.5158081,396.5666887,386.6955856,395.6354531,22957877
18-08-2021,390.8395996,395.1698395,389.2564877,393.1211098,17668574
20-08-2021,378.733551,388.651205,377.2901187,386.4627956,25541790
23-08-2021,381.3409729,384.6002975,373.6582793,382.8309555,26559937
24-08-2021,388.8840027,389.954918,380.1303935,381.3409884,19012313
25-08-2021,387.6268311,392.3295596,385.8109102,390.187729,16410980
26-08-2021,382.5050354,387.207764,381.8066087,385.997169,15897679
27-08-2021,384.0881042,385.8574461,379.478477,382.132504,15090541
30-08-2021,393.6333008,394.1920194,385.0659219,385.9040282,20308691
31-08-2021,396.7529297,397.6376149,389.9083705,394.7042283,26262421
01-09-2021,400.3381653,402.8059339,395.9147963,398.1032056,18776721
02-09-2021,400.1985168,403.6906505,398.3360456,401.73505,14372717
03-09-2021,401.7350464,404.435624,398.7551094,401.5953667,14233624
06-09-2021,401.4091187,404.0165955,400.477883,402.2938039,10694099
07-09-2021,399.5932007,402.0144189,395.8682583,401.409093,14928735
08-09-2021,401.6884766,405.4599693,397.9635342,399.5000672,22817464
09-09-2021,402.5731506,403.9700041,400.4313201,400.664129,9662128
13-09-2021,403.0853577,403.9700145,399.3138362,400.5244596,9567921
14-09-2021,403.2250061,406.7171395,402.5265794,405.0874773,9981562
15-09-2021,413.3289185,414.3998337,401.7816029,403.2250067,22181568
16-09-2021,431.8139648,434.0489246,412.3045674,414.2601679,42637448
17-09-2021,422.8740845,439.4500665,419.381951,435.8182534,41529478
20-09-2021,407.3690186,422.3153383,405.6927774,418.4972668,18376916
21-09-2021,408.6261597,411.0008274,402.8990666,409.8833334,17279588
22-09-2021,408.6727295,412.3510929,406.1118317,408.7192799,14321143
23-09-2021,418.8697815,420.1269553,411.6527052,411.9786434,20516770
24-09-2021,410.4421082,420.8253799,409.7436814,420.0804027,10731274
27-09-2021,415.8898315,419.5681952,411.8389509,414.3067196,11746892
28-09-2021,414.3067322,424.457195,409.3711946,418.3110625,19241170
29-09-2021,428.3683472,430.5101775,408.9055301,411.4664278,38635938
30-09-2021,421.8497314,432.9314295,420.3597488,428.3218303,26530369
01-10-2021,420.5925598,424.224373,413.2823546,417.6591733,14777309
04-10-2021,431.3017578,432.4658023,420.5459981,422.5946994,16246765
05-10-2021,432.7452087,436.7495106,427.157795,430.2308612,16487568
06-10-2021,425.7609253,438.6119651,422.4550219,433.0245516,19056690
07-10-2021,426.4127808,432.0933237,425.6678036,430.3239817,9984651
08-10-2021,426.5059204,432.0933342,423.0137868,430.1377337,16521128
11-10-2021,436.9822693,442.2903231,427.1111671,428.3683407,20686981
12-10-2021,449.7868042,451.0905284,435.9113992,437.6807411,33763609
13-10-2021,448.5761719,452.720153,445.130589,452.720153,17638983
14-10-2021,456.8641968,459.9372629,448.8555648,448.8555648,23431826
18-10-2021,463.7087708,466.5490279,457.8885483,460.0303788,20084248
19-10-2021,454.6292419,469.5290119,450.0196142,465.9437491,20645100
20-10-2021,465.5246582,472.6020543,449.8799119,455.1879376,34080545
21-10-2021,468.3649597,471.6708348,457.9351096,470.1808521,20808243
22-10-2021,468.3649597,473.7195645,465.6178033,469.9014928,24080485
25-10-2021,471.6708069,480.0053764,463.615625,471.6708069,35619415
26-10-2021,477.3048096,482.5663136,472.6952103,472.6952103,21107457
27-10-2021,483.4509888,490.6214575,477.4910581,478.3757433,29463032
28-10-2021,466.875,484.7547075,463.3828663,483.8700222,28140401
29-10-2021,467.6199341,477.397936,454.815445,467.0146366,31355893
01-11-2021,480.2382202,481.4022647,466.5490452,473.5333124,20679604
02-11-2021,485.8256226,488.8986887,476.8391763,479.4000742,26797820
03-11-2021,491.3664856,505.009053,479.772591,487.9674529,80775924
04-11-2021,493.973938,499.0491834,491.7389498,494.951724,9796046
08-11-2021,487.269043,497.6988934,480.9366521,497.6988934,36802110
09-11-2021,492.7633667,495.4173656,486.2912676,490.0627606,25451967
10-11-2021,488.3399658,492.158009,485.6393599,489.4108526,15805538
11-11-2021,474.5576477,486.8964905,472.2295588,486.8964905,23086898
12-11-2021,476.1873169,477.7238499,468.1321349,476.7926143,19836221
15-11-2021,471.7173462,480.4244325,470.7395603,477.1651081,13328183
16-11-2021,461.0547791,472.5089663,459.5647963,472.5089663,19553216
17-11-2021,463.8950195,470.6464778,457.2366905,459.8907177,20488483
18-11-2021,469.1564941,471.3914824,458.4472845,464.7797038,22471070
22-11-2021,452.9529724,471.2051951,444.6649816,471.2051951,28800269
23-11-2021,459.1456604,461.3340695,446.9930483,451.8820347,20000371
24-11-2021,459.2388306,465.6178001,455.4207589,461.7065992,13963769
25-11-2021,456.817627,461.3807043,452.8598755,456.3054587,12894211
26-11-2021,438.1463318,454.3498249,434.9801366,452.8132919,26305817
29-11-2021,433.1177063,444.8978316,423.0603442,437.6807553,22407465
30-11-2021,428.8805542,444.4322004,426.5059147,435.8182709,23026652
01-12-2021,442.6162415,444.4321621,432.0932912,432.5123586,17156956
02-12-2021,444.1994019,445.2703172,438.5654376,441.8713127,12962679
03-12-2021,440.6141052,448.3899279,437.7272693,443.0353234,16653993
06-12-2021,433.303894,444.1993614,431.9070407,440.6140989,14353300
07-12-2021,443.9200439,446.7137509,436.9357766,436.9357766,13644942
08-12-2021,457.7488708,458.5404268,447.2259194,447.8312169,20397660
09-12-2021,455.0482788,459.5647772,452.6736394,458.4472831,12560970
10-12-2021,460.682312,461.8463566,451.0905673,454.9086393,13261408
13-12-2021,454.2567444,466.0368982,452.9064697,463.5225506,14047645
14-12-2021,454.9551086,456.6313497,448.6692688,452.5804694,11642447
15-12-2021,451.4630127,457.2366848,450.2524178,456.3054492,8639835
16-12-2021,448.0639954,456.8176042,445.3634179,454.7689029,11107781
17-12-2021,435.632019,448.2968294,434.4214241,447.0396556,12648603
20-12-2021,418.3110352,432.0933104,412.5373632,427.4371325,22336114
21-12-2021,415.3310547,426.7386902,413.9342014,425.6211961,16617447
22-12-2021,424.5037537,425.8540282,418.1247841,419.0560197,13102553
23-12-2021,430.0445862,433.0245515,426.2730934,429.2996091,14471377
24-12-2021,425.5281372,431.7208485,421.1047679,430.7896129,13221159
27-12-2021,426.5524292,428.8339676,419.5681626,422.5015773,8856482
28-12-2021,429.4858704,431.0689538,427.4836911,429.4858704,8832210
29-12-2021,423.1534729,430.3705492,420.359766,429.2996339,11757303
30-12-2021,420.6391602,423.6190972,417.6591947,421.6169462,28879190
31-12-2021,428.7874451,429.6721018,421.9428577,423.013773,10005842
03-01-2022,438.4256897,439.5431837,428.4614863,430.2308281,13124509
04-01-2022,450.2524414,451.3699356,438.6585461,440.0088492,23296671
05-01-2022,458.5404358,460.9616542,446.2015632,448.7624613,24694169
06-01-2022,457.8885498,460.4028688,452.0217486,454.1636075,18190843
07-01-2022,457.4694824,467.4337146,455.7932697,459.5182121,22746330
10-01-2022,469.0168152,470.2274385,458.6335437,459.4250996,15832274
11-01-2022,471.1586914,472.8814546,464.9194011,468.4115349,16107950
12-01-2022,475.1629639,478.1894796,473.5333016,474.8370257,14489616
13-01-2022,476.1873169,477.5841418,472.1364365,474.9301432,10450974
14-01-2022,473.3936157,475.2560869,470.4136505,473.9989132,8724574
17-01-2022,478.6551208,483.2181982,472.6486396,473.067707,17422211
18-01-2022,471.9501953,481.8678773,470.2739826,478.6551031,12592506
19-01-2022,480.3312988,482.0541187,465.8971474,470.273966,16079457
20-01-2022,476.2338562,483.4509602,473.067661,480.5175454,17724642
21-01-2022,468.1321716,472.6020914,463.7553527,470.5533616,16947941
24-01-2022,460.1700745,471.9501993,454.4429811,467.8527683,20233933
25-01-2022,479.260437,481.9144358,455.3742205,456.3054561,21791739
27-01-2022,492.5770874,494.346401,468.5977704,468.9236802,35409230
28-01-2022,487.4552612,499.514773,485.5462397,497.2797849,24715250
31-01-2022,501.2840881,503.7053347,490.8076881,492.6236088,28674232
01-02-2022,495.6966553,506.5455718,484.2424698,506.5455718,32245356
02-02-2022,502.6809998,506.8250098,494.812047,499.7476415,21661864
03-02-2022,502.9602966,507.2440143,500.2131972,500.2131972,22717677
04-02-2022,493.8342285,508.8271558,491.0405217,504.8694045,25332894
07-02-2022,496.5813904,511.2483513,489.1315055,495.324245,52289545
08-02-2022,494.8120117,500.6788415,483.3112748,498.6766622,26567546
09-02-2022,498.4438477,499.6078921,491.4595808,498.1644883,14856155
10-02-2022,503.3793945,506.5456183,497.6523297,500.1666203,18659370
11-02-2022,493.182373,500.7254158,490.8542839,499.3751128,14607095
14-02-2022,466.9215393,480.1450682,465.3384558,479.5863496,26153332
15-02-2022,488.7124329,490.6214545,462.9172237,467.4802725,23842951
16-02-2022,481.1694641,491.6924154,478.6551165,490.295562,19773807
17-02-2022,477.6773376,484.2425376,476.0010964,484.2425376,16408356
18-02-2022,479.8657227,485.0806764,475.0233143,475.0233143,15111223
21-02-2022,476.6529541,481.9144296,469.9480463,476.3735664,16866932
22-02-2022,464.1278076,470.5533274,461.4272301,466.4558966,27108772
23-02-2022,464.4072266,470.5999379,463.0569235,468.4115285,13899433
24-02-2022,440.1485291,454.3964517,435.8182889,446.9931168,32356037
25-02-2022,449.7402344,458.0747758,446.3412018,446.993078,21792287
28-02-2022,449.973053,451.928625,440.5675677,444.1062517,18069367
02-03-2022,441.6384888,446.806835,434.8870306,445.1306223,22003848
03-03-2022,435.2595215,450.1592913,432.6520731,446.9930959,20358590
04-03-2022,430.1842957,438.5188372,426.1799655,428.6477342,20684268
07-03-2022,410.0230408,422.73443,403.6440994,416.7279487,33720472
08-03-2022,410.0230408,411.699282,395.7751469,407.8812102,42510207
09-03-2022,420.6391602,423.0603501,408.3933885,411.6061629,32331325
10-03-2022,436.4701233,443.873429,429.9048955,437.5875889,34553299
11-03-2022,438.0066833,442.1506648,430.2308602,434.3282913,22091309
14-03-2022,451.7889404,452.5804964,438.1928951,438.6119625,27750689
15-03-2022,452.4408264,456.7710663,447.5983899,455.3742129,27204899
16-03-2022,458.8663635,460.3097674,455.7467184,459.0991724,16211288
17-03-2022,467.3871765,468.8771593,464.0347224,464.6865988,22947673
21-03-2022,456.8641968,467.4802771,455.3742141,467.4802771,19064060
22-03-2022,459.7510376,461.7066097,444.4322003,456.8642015,26157969
23-03-2022,456.9107666,467.8527855,455.560492,464.2209721,15800195
24-03-2022,453.6048889,460.7753863,450.2524349,451.6492884,18174877
25-03-2022,456.9573059,459.3784957,453.1392344,457.9350919,11541196
28-03-2022,463.2896729,464.3140376,448.8089718,457.1900915,16738684
29-03-2022,460.9616394,466.9215418,457.8885732,465.6178176,14301429
30-03-2022,460.3097534,465.9902964,458.4472822,464.9659315,16461225
31-03-2022,459.6112976,463.3362398,458.3541523,460.3097243,10240982
01-04-2022,473.2539673,474.6973712,457.2367028,457.2367028,18527226
04-04-2022,477.1651611,479.4932502,471.2052303,474.2782966,16257176
05-04-2022,474.3713989,480.8900764,472.7883155,479.0276052,13602384
06-04-2022,478.608551,479.7725955,471.2052166,472.1364522,13738275
07-04-2022,479.5397644,484.1493918,474.9766874,474.9766874,19620958
08-04-2022,480.6106873,483.7769111,477.1185536,483.7769111,13572638
11-04-2022,479.4932556,486.1050059,477.9101437,478.189503,12370288
12-04-2022,477.5841675,481.1694587,469.6686931,477.4910667,14460680
13-04-2022,482.1006775,485.0806428,478.4222855,478.9344537,15440525
18-04-2022,474.4645691,479.5863652,469.342773,476.7926582,14492183
19-04-2022,476.6063538,485.127182,470.3670925,477.9566567,20362934
20-04-2022,474.2782898,478.3757493,472.1364592,476.7926373,11881305
21-04-2022,480.7969055,482.3800173,476.9788625,478.0963565,10035638
22-04-2022,466.1765442,478.1894777,464.6865616,477.6307591,16760456
25-04-2022,460.7288513,464.8728614,456.3520323,460.9616602,14057444
26-04-2022,470.7395935,472.9745533,464.1743939,464.6865621,12137213
27-04-2022,463.0569153,468.2252616,458.0282486,465.6178133,12367342
28-04-2022,472.6020813,474.9301704,462.3584894,464.8262581,12154792
29-04-2022,462.1722412,477.2582701,460.0304106,473.1608389,12894773
02-05-2022,457.2366943,460.9616369,448.2036974,458.7732274,18590895
04-05-2022,446.6671448,462.3119197,444.6649939,458.16791,14645323
05-05-2022,446.9930725,460.0303705,445.7358988,451.6492503,14130385
06-05-2022,450.6714783,452.6736291,438.6119659,438.6119659,16710020
09-05-2022,443.1750183,450.4386731,441.2194179,444.2925124,13544947
10-05-2022,442.5231628,449.3677217,440.940051,444.1993755,10884328
11-05-2022,443.780304,446.0618425,431.7673707,442.5697091,14771351
12-05-2022,430.8361206,440.4744142,424.969348,440.4744142,18947096
13-05-2022,414.0738831,444.1993589,409.5108345,437.1685418,61403008
16-05-2022,423.7121582,429.765189,408.6727104,414.3998031,27940958
17-05-2022,435.1663818,437.3547912,424.7831106,426.7852615,16880698
18-05-2022,426.5059204,436.3770238,425.667814,435.7251475,15644497
19-05-2022,416.7279358,419.0560248,413.8876785,418.1713396,14201420
20-05-2022,430.6033325,432.0933152,422.9206389,423.5725152,13596860
23-05-2022,429.2064819,438.9844557,427.9027578,431.2552116,13499415
24-05-2022,430.2774048,434.700774,428.5546416,430.6033429,17175179
25-05-2022,429.4735107,439.2622212,427.5346679,435.9993081,12728644
26-05-2022,443.4708557,444.6057895,427.9602577,432.0743565,17055257
27-05-2022,443.5181885,449.2400769,442.1468125,445.8353042,10977001
30-05-2022,448.8618164,451.0370728,445.5516261,447.3485808,9365470
31-05-2022,442.7142944,450.5641624,439.782406,448.2943235,15441579
01-06-2022,442.9034119,446.4027671,439.4986681,442.6196928,9424008
02-06-2022,444.3693848,446.7338063,440.8700294,441.5793558,9370989
03-06-2022,439.3095093,449.7129637,438.3637407,447.5849844,11306291
06-06-2022,438.5529175,440.3498721,431.7433719,439.0258018,10661432
07-06-2022,438.2691956,440.680923,435.5264722,436.8032657,7672515
08-06-2022,445.7407227,449.7602391,438.0800202,441.2956276,17168871
09-06-2022,441.6266479,445.3624165,437.3706894,443.5181851,12635601
10-06-2022,436.8032227,438.9784788,433.7294748,436.9450822,8621104
13-06-2022,421.670929,429.426214,418.1242968,429.3789371,13426836
14-06-2022,423.7989197,424.8865478,419.3065188,420.8670312,11351101
15-06-2022,426.8726501,430.7503071,424.2717866,424.6028113,9920926
16-06-2022,417.6513977,432.925554,416.2800218,430.46655,10780703
17-06-2022,417.0839844,423.2787576,413.5373519,416.1382157,14326050
20-06-2022,411.1256104,419.4010854,407.3425361,417.5568251,12368534
21-06-2022,426.3051758,430.2774153,413.8683251,415.6652795,13801891
22-06-2022,423.3733215,426.7308175,420.5360156,424.4136728,11066447
23-06-2022,426.9199219,431.6960704,421.8127774,424.6500831,12229833
24-06-2022,429.615387,435.3845812,428.6223415,431.0813167,10833364
27-06-2022,436.1884766,439.6405261,433.2092825,435.0062658,9509175
28-06-2022,439.0730591,440.4917119,433.1620055,434.0131915,13261290
29-06-2022,434.2023621,437.6071347,433.1620108,435.053548,11800876
30-06-2022,440.633606,443.8492136,433.7295064,434.1078081,16926328
01-07-2022,441.532074,443.3763054,435.5737145,438.2218839,9405495
04-07-2022,447.7741394,448.4361601,441.5320611,441.5320611,9186358
05-07-2022,446.5446472,453.9689366,445.4570191,449.3819531,12003244
06-07-2022,453.9216614,454.9147069,448.1997439,449.3819547,12059857
07-07-2022,460.3528442,461.7714971,455.482142,457.7519807,11497832
08-07-2022,462.0552063,463.3319996,458.8395991,462.4808137,9057231
11-07-2022,461.7242432,464.6561027,458.6977721,458.6977721,7704792
12-07-2022,458.6504822,464.7033953,456.9008045,458.6977591,7364457
13-07-2022,460.116394,465.7437284,458.2721338,461.2986047,8208853
14-07-2022,453.354187,462.3862657,450.9424597,460.2110094,9385630
15-07-2022,453.1177368,458.1302988,448.9563608,456.3806211,6945602
18-07-2022,463.7103271,464.845261,455.955042,458.2721578,9934786
19-07-2022,470.9454651,471.5129031,461.5350564,461.5350564,11724183
20-07-2022,481.0179443,482.9094816,473.2626298,473.8300968,19280117
21-07-2022,484.2807922,485.5576145,479.2682303,482.1528129,13814893
22-07-2022,485.8413086,491.9888041,483.4768873,485.6048665,14699129
25-07-2022,489.7189331,490.8538669,481.5380411,485.5575862,10229778
26-07-2022,486.314209,492.5562584,485.2738289,489.624399,8862656
27-07-2022,499.5549622,501.2100571,484.4699422,487.3545247,15101546
28-07-2022,503.5744934,508.3506132,500.8317414,504.2838198,12160734
29-07-2022,499.6968384,507.8777602,498.1836316,506.0334998,11921058
01-08-2022,504.8040161,505.9862269,497.8526396,500.3588919,8295631
02-08-2022,512.7011108,515.349309,502.2976567,503.0543178,16845027
03-08-2022,511.5189514,516.7680136,505.655232,512.5120547,24262125
04-08-2022,504.3311157,514.4981284,495.7719213,514.1671324,18072293
05-08-2022,502.2503967,513.4577891,500.3115827,506.5063554,21110734
08-08-2022,492.1779785,495.5827222,485.9831483,495.5827222,32566317
10-08-2022,486.7871094,495.1098615,485.5576217,493.2656012,16904151
11-08-2022,496.2920837,497.4742945,489.1515422,491.7996828,13862195
12-08-2022,501.9194031,502.9597254,496.6703989,497.1905601,12154012
16-08-2022,497.4269714,504.8985082,496.5284798,504.3783471,10721167
17-08-2022,499.5077209,501.777531,495.913754,500.1697128,12054183
18-08-2022,503.4799194,505.7970642,497.6634769,498.2781918,9013662
19-08-2022,492.1306458,504.7094137,490.380997,503.1488725,11087222
22-08-2022,483.5714722,491.7051167,482.3419845,490.8539019,9676954
23-08-2022,493.5966492,495.5827401,480.6868849,480.6868849,8597965
24-08-2022,491.1376343,494.6369897,484.5172539,490.8539152,11930650
25-08-2022,492.1779785,499.6495155,490.3809952,493.6439082,15473450
26-08-2022,495.3935547,500.784447,493.8803481,495.3935547,12855886
29-08-2022,486.9289551,488.9623807,481.1597895,483.571488,9421339
30-08-2022,502.4395752,503.621786,489.8608642,490.0973064,14835308
01-09-2022,504.3783569,511.5662326,493.927626,493.927626,16670228
02-09-2022,507.5939941,508.6815933,502.439544,507.8777132,10017930
05-09-2022,509.6747131,511.4716388,507.2156802,507.8777297,7819994
06-09-2022,508.6343079,513.2685968,505.1349527,508.8234731,8657868
07-09-2022,503.9527588,508.3033288,502.7232712,505.4187463,8445359
08-09-2022,515.112854,516.6733374,506.4590488,506.9319331,12240707
09-09-2022,523.3410034,526.7930817,518.2811648,519.841706,18587927
12-09-2022,524.8070068,528.3063044,521.3549284,524.8070068,9677415
13-09-2022,527.7388916,529.6304288,523.719375,529.6304288,16707275
14-09-2022,540.7431641,543.6750235,519.4633719,520.1726983,21632641
15-09-2022,541.12146,547.1270667,537.1019439,541.4997327,12749947
16-09-2022,531.3327637,542.8711516,529.9141108,538.2368626,14739280
19-09-2022,541.2160645,543.24949,529.2047921,530.292449,11194003
20-09-2022,542.918457,546.6069777,541.7835232,546.6069777,8484017
21-09-2022,538.8043823,545.9922006,534.7375889,543.8169444,9392526
22-09-2022,536.5345459,542.8712074,531.5219836,536.0143847,11869435
23-09-2022,520.7401123,537.1965073,519.69979,534.1700365,12563239
26-09-2022,513.8360596,519.226952,504.0946547,516.200481,16158750
27-09-2022,507.4048462,521.0239369,504.2838214,515.0182718,11066799
28-09-2022,496.3866272,510.5258793,492.1306685,504.0001106,12233485
29-09-2022,493.4547424,506.6482253,491.3740401,500.3115644,17310168
30-09-2022,501.8247986,507.783187,488.1584884,495.5827489,17466950
03-10-2022,491.5632324,502.8179019,490.3810217,498.9874929,9351162
04-10-2022,503.8109436,506.7428032,499.1766544,504.0946626,8745887
06-10-2022,508.1614685,512.4174273,505.6078817,505.6078817,9507322
07-10-2022,501.4465027,506.5536183,497.9944243,506.4590645,11065307
10-10-2022,501.9666443,504.9458382,493.8803349,497.1905248,9649292
11-10-2022,498.7984009,504.7567317,497.0014174,501.9667027,10825440
12-10-2022,504.8512573,505.9861912,497.4742739,501.2573483,8522604
13-10-2022,493.1710205,504.851239,491.9888098,504.0946357,12972765
14-10-2022,498.6092224,505.8443176,497.4742885,501.4465282,8545479
17-10-2022,514.1670532,515.1600986,495.7718449,497.8525471,13485349
18-10-2022,531.9475098,532.9405552,517.0989326,517.4299285,20440781
19-10-2022,523.3883667,532.8933296,521.6386602,532.4677222,9540583
20-10-2022,525.2798462,526.6038875,515.7275497,522.0642102,11225588
21-10-2022,530.4343262,535.1158926,527.0295821,527.0295821,11767639
24-10-2022,539.5609741,541.4525113,535.2104617,536.2507841,3692065
25-10-2022,547.1743774,554.4095299,537.1965309,541.4524893,19899324
27-10-2022,548.2147827,553.2746215,546.2759109,552.2815761,13613533
28-10-2022,539.7974243,551.0520937,536.2507921,548.4985069,10043644
31-10-2022,542.6820068,546.1340853,537.5748911,543.7696638,9894639
01-11-2022,545.6139526,553.983982,543.4386386,545.0937337,12069579
02-11-2022,542.729248,547.5527022,538.9935085,544.6681197,10241440
03-11-2022,553.1800537,556.0646363,537.196542,538.1423105,17557998
04-11-2022,561.7392578,564.5765635,548.9241051,554.2203861,25759031
07-11-2022,580.843811,588.9301211,574.743592,579.7561541,44265903
09-11-2022,582.1678467,587.3222971,577.4390037,587.3222971,18939854
10-11-2022,572.899353,581.7422667,569.5418859,579.8507294,11618405
11-11-2022,568.6906128,585.9508887,566.0424724,583.7756326,15525267
14-11-2022,560.4152222,571.1970083,559.564065,571.1970083,12957268
15-11-2022,568.2650146,569.4472253,560.5097587,562.0702421,10286417
16-11-2022,567.2247314,570.7713638,563.6780991,567.4138967,11555749
17-11-2022,566.5626221,570.0619771,563.819928,566.609899,8167131
18-11-2022,570.0147095,572.899292,564.7657056,568.4068914,12933675
21-11-2022,565.6641235,569.4471976,563.0632601,569.4471976,7412419
22-11-2022,566.6099243,568.1231887,563.8199532,565.7114904,8048595
23-11-2022,574.6962891,576.5404916,568.406905,568.9270662,12435924
24-11-2022,576.3040771,578.1483375,572.9466101,576.6824077,8960032
25-11-2022,574.4598999,580.4182308,573.3722429,577.4390365,9994513
28-11-2022,575.5947266,577.7700404,569.683673,572.7574209,7934274
29-11-2022,575.5474854,578.6212334,574.1761093,574.1761093,6942919
30-11-2022,569.7783203,578.2429611,565.9479689,575.500209,15606230
01-12-2022,575.1218872,576.7297054,568.9271142,574.885445,14209313
02-12-2022,574.6016846,576.5404986,571.4806598,574.5544077,7533838
05-12-2022,583.822937,584.4849866,574.6016933,575.500185,11585602
06-12-2022,575.9257813,586.1873471,574.8381243,581.4112274,12996244
07-12-2022,574.1287842,579.6615648,571.7170859,577.7226931,7613892
08-12-2022,578.4793701,580.5127379,574.2234115,576.6823867,10020015
09-12-2022,583.0663452,584.4849981,576.0676344,581.0802542,11202267
12-12-2022,579.8034058,585.1470212,577.8645918,581.4585007,9285187
13-12-2022,583.3027954,583.9175681,579.2832788,580.2290474,7455415
14-12-2022,591.5782471,592.7604578,584.0120984,584.957867,14010673
15-12-2022,582.5461426,595.4085716,580.9856014,591.6254975,10622271
16-12-2022,570.6294556,582.2151208,569.4472448,578.810377,9435071
19-12-2022,571.6697998,576.4459193,570.2984239,571.2441924,8322012
20-12-2022,571.6697998,573.6086137,567.0355109,570.2984239,6753785
21-12-2022,561.2191162,576.1149718,557.6251493,573.0412238,9217253
22-12-2022,561.2191162,566.5153973,555.6863352,564.6238601,8740149
23-12-2022,542.8711548,558.6655013,540.5067334,558.0034518,13047046
26-12-2022,564.7184448,569.0690153,539.7501868,542.8712118,13201587
27-12-2022,569.2581177,570.3929938,561.1244734,567.8394648,9638618
28-12-2022,568.4542236,574.0815585,566.0898021,568.312393,7988631
29-12-2022,578.6212158,584.4849927,564.7657405,567.4611579,20130392
30-12-2022,580.4181519,586.8966431,578.1955612,581.8840815,13052895
02-01-2023,578.9995728,585.6199532,578.0538041,581.6004365,6726084
03-01-2023,579.1887207,583.1609027,576.9188529,581.1748117,6818062
04-01-2023,572.3790894,581.6003319,571.2441556,578.668415,7011191
05-01-2023,572.2845459,578.4320417,569.3054095,574.0815293,8241475
06-01-2023,568.0759888,574.5072043,564.6239099,574.4599274,7972036
09-01-2023,574.7435913,575.9730789,567.5557153,572.1900045,8878905
10-01-2023,562.8742065,575.9730786,558.5709132,575.4529174,10622660
11-01-2023,564.3401489,566.9882895,560.131467,564.1037068,7419630
12-01-2023,562.6377563,565.4750621,558.0980209,565.4750621,8183715
13-01-2023,567.5556641,570.2038621,561.4555033,565.4750195,7877610
16-01-2023,570.2984619,573.2303215,568.0285942,570.2984619,5483191
17-01-2023,560.793457,573.1357247,554.2676311,570.2984191,13461999
18-01-2023,559.3748779,564.7657708,555.733634,563.58356,11538075
19-01-2023,557.8615723,559.6585557,555.6863161,558.9492292,7475688
20-01-2023,560.0841675,564.2455146,558.7600684,561.5973741,6750607
23-01-2023,567.8867798,569.1162674,560.7935151,566.0425194,6604469
24-01-2023,562.1175537,571.811682,560.8880661,570.7713596,7609623
25-01-2023,537.8585815,563.5361628,536.629094,563.5361628,25686294
27-01-2023,510.6677551,537.7167134,503.3853255,537.1965522,40163464
30-01-2023,509.0126648,524.2867928,496.7176732,506.9319624,40797825
31-01-2023,523.4829102,526.7931002,508.6816088,515.4438772,21911943
01-02-2023,498.7510376,534.3592477,472.2695462,530.9545039,38218810
02-02-2023,499.4603271,503.76362,475.2486764,491.9887906,39287056
03-02-2023,514.6873169,516.3424121,490.9958235,506.9320023,32317232
06-02-2023,515.8222046,528.4954689,507.4521181,528.4954689,25338586
07-02-2023,517.4299316,521.4967824,511.7080437,518.2811464,16195947
08-02-2023,519.9362793,524.4286801,515.9167628,520.1727214,15502847
09-02-2023,520.9292603,522.064194,513.3631125,522.064194,15061047
10-02-2023,523.057312,527.0295517,516.8625392,516.8625392,13824475
13-02-2023,508.3505859,526.6985185,504.3783466,523.9557667,18488732
14-02-2023,511.5189514,515.0655839,501.9667111,510.6677943,18559909
15-02-2023,512.8430176,515.1128853,507.6885672,510.7150383,12796579
16-02-2023,510.8095703,517.193508,509.2963637,517.193508,12767016
17-02-2023,502.2031555,510.3840775,499.1294074,509.2964204,14192008
20-02-2023,496.6704407,504.9931934,493.8331347,503.148933,12570032
21-02-2023,495.062561,500.2642881,494.0695156,498.5145816,10223218
22-02-2023,488.3475647,493.5966263,484.7063789,492.5089694,14763050
23-02-2023,492.7454224,495.5827281,483.6187615,488.9150712,15535085
24-02-2023,492.7926941,498.8929128,489.529781,495.7718881,12253035
27-02-2023,499.0821228,501.0682139,490.8539241,492.8400151,11048799
28-02-2023,494.4478455,499.7914615,492.7927503,498.6565276,15768010
01-03-2023,507.5939941,508.2560437,494.7315072,494.8733956,13510198
02-03-2023,504.8040161,510.6205164,503.6218053,506.8847187,10376913
03-03-2023,530.7653809,533.6972406,512.370169,512.6066111,27656538
06-03-2023,531.2382202,537.1019969,528.6846335,534.2646912,16162268
08-03-2023,534.170105,534.8321546,526.2729601,529.6304271,12637578
09-03-2023,528.5900879,535.0685796,527.7388731,534.1228111,8993423
10-03-2023,517.6664429,524.8543192,515.4439097,523.1046126,11522371
13-03-2023,501.2573547,523.1519208,499.791425,517.3354208,14373729
14-03-2023,496.9068298,503.9054826,491.7996565,499.0348091,14750800
15-03-2023,489.4825439,503.1489122,487.5910067,501.0682097,11282329
